VISIT_ID,COOKIE_ID,PAGE_ID,EVENT_TYPE,SEQUENCE_NUMBER,EVENT_TIME
9c2633,6512bd,10,1,9,2020-01-17 05:03:14.965
9c2633,6512bd,11,1,10,2020-01-17 05:03:40.920
d69e73,c20ad4,1,1,1,2020-02-06 09:09:05.908
d69e73,c20ad4,4,1,2,2020-02-06 09:10:00.887
d69e73,c20ad4,5,1,3,2020-02-06 09:11:00.353
d69e73,c20ad4,9,1,4,2020-02-06 09:11:27.119
d69e73,c20ad4,9,2,5,2020-02-06 09:11:47.981
d69e73,c20ad4,12,1,6,2020-02-06 09:12:15.152
c70085,c51ce4,1,1,1,2020-02-12 08:26:14.018
c70085,c51ce4,2,1,2,2020-02-12 08:26:22.661
c70085,c51ce4,4,1,3,2020-02-12 08:27:06.681
c70085,c51ce4,5,1,4,2020-02-12 08:27:30.701
c70085,c51ce4,10,1,5,2020-02-12 08:28:04.595
c70085,c51ce4,10,2,6,2020-02-12 08:28:52.242
c70085,c51ce4,12,1,7,2020-02-12 08:28:53.270
6a20a3,aab323,1,1,1,2020-01-12 02:49:32.092
6a20a3,aab323,2,1,2,2020-01-12 02:50:10.864
6a20a3,aab323,3,1,3,2020-01-12 02:51:01.655
6a20a3,aab323,3,2,4,2020-01-12 02:51:09.753
6a20a3,aab323,5,1,5,2020-01-12 02:51:14.213
6a20a3,aab323,6,1,6,2020-01-12 02:52:02.560
6a20a3,aab323,10,1,7,2020-01-12 02:52:17.094
6a20a3,aab323,11,1,8,2020-01-12 02:52:57.031
6a20a3,aab323,12,1,9,2020-01-12 02:52:59.643
4b5d1b,9bf31c,1,1,1,2020-01-28 04:56:41.294
4b5d1b,9bf31c,2,1,2,2020-01-28 04:57:15.797
4b5d1b,9bf31c,3,1,3,2020-01-28 04:57:24.349
4b5d1b,9bf31c,3,2,4,2020-01-28 04:57:30.125
4b5d1b,9bf31c,9,1,5,2020-01-28 04:58:05.239
4b5d1b,9bf31c,9,2,6,2020-01-28 04:58:53.582
4b5d1b,9bf31c,11,1,7,2020-01-28 04:59:11.343
4b5d1b,9bf31c,12,1,8,2020-01-28 05:00:02.544
4b5d1b,9bf31c,13,3,9,2020-01-28 05:00:57.529
69440b,c74d97,1,1,1,2020-01-06 21:45:50.948
69440b,c74d97,2,1,2,2020-01-06 21:46:36.305
69440b,c74d97,11,1,3,2020-01-06 21:46:42.014
69440b,c74d97,11,2,4,2020-01-06 21:47:10.846
69440b,c74d97,12,1,5,2020-01-06 21:47:52.127
69440b,c74d97,13,3,6,2020-01-06 21:48:34.834
e70fd5,70efdf,1,1,1,2020-02-17 10:05:50.894
e70fd5,70efdf,2,1,2,2020-02-17 10:06:36.737
e70fd5,70efdf,4,1,3,2020-02-17 10:06:53.764
e70fd5,70efdf,4,2,4,2020-02-17 10:07:51.061
e70fd5,70efdf,6,1,5,2020-02-17 10:08:06.935
e70fd5,70efdf,6,2,6,2020-02-17 10:09:04.536
e70fd5,70efdf,9,1,7,2020-02-17 10:09:50.987
e70fd5,70efdf,11,1,8,2020-02-17 10:10:26.393
e70fd5,70efdf,12,1,9,2020-02-17 10:11:16.562
48810d,6f4922,1,1,1,2020-02-29 15:26:40.947
48810d,6f4922,2,1,2,2020-02-29 15:27:14.792
48810d,6f4922,8,1,3,2020-02-29 15:27:52.875
48810d,6f4922,9,1,4,2020-02-29 15:28:27.524
fdf383,1f0e3d,1,1,1,2020-02-11 13:52:24.211
fdf383,1f0e3d,2,1,2,2020-02-11 13:53:23.842
fdf383,1f0e3d,3,1,3,2020-02-11 13:53:23.899
fdf383,1f0e3d,3,2,4,2020-02-11 13:54:01.355
fdf383,1f0e3d,4,1,5,2020-02-11 13:54:48.452
fdf383,1f0e3d,5,1,6,2020-02-11 13:55:00.703
fdf383,1f0e3d,6,1,7,2020-02-11 13:55:39.379
fdf383,1f0e3d,12,1,8,2020-02-11 13:56:06.155
fdf383,1f0e3d,13,3,9,2020-02-11 13:56:47.904
378a75,98f137,1,1,1,2020-02-12 23:33:50.816
378a75,98f137,2,1,2,2020-02-12 23:34:08.899
378a75,98f137,8,1,3,2020-02-12 23:34:55.184
378a75,98f137,9,1,4,2020-02-12 23:35:03.237
a67606,3c59dc,1,1,1,2020-02-14 21:10:08.838
a67606,3c59dc,4,1,2,2020-02-14 21:10:26.159
a67606,3c59dc,8,1,3,2020-02-14 21:11:20.464
a67606,3c59dc,9,1,4,2020-02-14 21:12:17.518
a67606,3c59dc,9,2,5,2020-02-14 21:13:01.756
a67606,3c59dc,12,1,6,2020-02-14 21:13:28.575
a67606,3c59dc,13,3,7,2020-02-14 21:14:06.143
71740f,b6d767,1,1,1,2020-02-08 21:30:48.985
71740f,b6d767,2,1,2,2020-02-08 21:31:07.102
71740f,b6d767,4,1,3,2020-02-08 21:32:06.252
71740f,b6d767,4,2,4,2020-02-08 21:32:44.043
71740f,b6d767,5,1,5,2020-02-08 21:33:02.141
71740f,b6d767,6,1,6,2020-02-08 21:33:53.147
71740f,b6d767,7,1,7,2020-02-08 21:34:02.611
71740f,b6d767,7,2,8,2020-02-08 21:34:03.684
71740f,b6d767,8,1,9,2020-02-08 21:34:24.003
71740f,b6d767,8,2,10,2020-02-08 21:35:01.597
71740f,b6d767,9,1,11,2020-02-08 21:35:13.696
71740f,b6d767,9,2,12,2020-02-08 21:35:49.810
71740f,b6d767,10,1,13,2020-02-08 21:35:55.572
71740f,b6d767,10,2,14,2020-02-08 21:36:09.114
71740f,b6d767,11,1,15,2020-02-08 21:36:29.066
71740f,b6d767,11,2,16,2020-02-08 21:36:43.915
71740f,b6d767,12,1,17,2020-02-08 21:37:38.073
71740f,b6d767,13,3,18,2020-02-08 21:38:14.384
d7fa36,37693c,1,1,1,2020-01-16 22:30:01.781
d7fa36,37693c,2,1,2,2020-01-16 22:30:52.624
d7fa36,37693c,4,1,3,2020-01-16 22:31:12.357
d7fa36,37693c,5,1,4,2020-01-16 22:31:24.092
d7fa36,37693c,9,1,5,2020-01-16 22:31:33.690
2a5092,1ff1de,1,1,1,2020-01-23 20:05:46.748
2a5092,1ff1de,3,1,2,2020-01-23 20:06:45.365
2a5092,1ff1de,4,1,3,2020-01-23 20:07:09.764
2a5092,1ff1de,4,2,4,2020-01-23 20:07:28.434
2a5092,1ff1de,9,1,5,2020-01-23 20:07:50.625
2a5092,1ff1de,9,2,6,2020-01-23 20:08:44.853
2a5092,1ff1de,10,1,7,2020-01-23 20:08:57.937
2a5092,1ff1de,10,2,8,2020-01-23 20:09:48.333
2a5092,1ff1de,11,1,9,2020-01-23 20:10:40.948
2a5092,1ff1de,12,1,10,2020-01-23 20:11:39.011
2a5092,1ff1de,13,3,11,2020-01-23 20:11:43.709
ce1b65,8e296a,1,1,1,2020-01-08 18:34:24.082
ce1b65,8e296a,2,1,2,2020-01-08 18:35:23.241
ce1b65,8e296a,4,1,3,2020-01-08 18:36:13.358
ce1b65,8e296a,4,2,4,2020-01-08 18:36:44.905
ce1b65,8e296a,5,1,5,2020-01-08 18:36:51.611
ce1b65,8e296a,7,1,6,2020-01-08 18:36:53.320
ce1b65,8e296a,7,2,7,2020-01-08 18:37:32.256
ce1b65,8e296a,8,1,8,2020-01-08 18:38:11.678
ce1b65,8e296a,9,1,9,2020-01-08 18:38:13.007
ce1b65,8e296a,9,2,10,2020-01-08 18:38:57.834
ce1b65,8e296a,11,1,11,2020-01-08 18:39:53.402
ce1b65,8e296a,12,1,12,2020-01-08 18:40:09.495
ce1b65,8e296a,13,3,13,2020-01-08 18:40:31.620
8bfa80,4e732c,1,1,1,2020-01-26 20:57:16.531
8bfa80,4e732c,2,1,2,2020-01-26 20:57:30.729
8bfa80,4e732c,3,1,3,2020-01-26 20:57:32.873
8bfa80,4e732c,3,2,4,2020-01-26 20:57:52.125
8bfa80,4e732c,6,1,5,2020-01-26 20:58:13.386
8bfa80,4e732c,8,1,6,2020-01-26 20:58:26.638
8bfa80,4e732c,8,2,7,2020-01-26 20:58:46.119
8bfa80,4e732c,10,1,8,2020-01-26 20:59:05.738
37c63a,02e74f,1,1,1,2020-01-31 11:10:22.629
37c63a,02e74f,3,1,2,2020-01-31 11:11:04.391
37c63a,02e74f,3,2,3,2020-01-31 11:11:54.668
37c63a,02e74f,6,1,4,2020-01-31 11:12:44.738
37c63a,02e74f,9,1,5,2020-01-31 11:12:53.863
37c63a,02e74f,9,2,6,2020-01-31 11:13:01.507
37c63a,02e74f,10,1,7,2020-01-31 11:13:04.368
37c63a,02e74f,11,1,8,2020-01-31 11:13:10.070
37c63a,02e74f,11,2,9,2020-01-31 11:13:13.311
37c63a,02e74f,12,1,10,2020-01-31 11:13:17.208
37c63a,02e74f,13,3,11,2020-01-31 11:13:31.096
32a3fc,33e75f,1,1,1,2020-02-29 02:02:48.883
32a3fc,33e75f,2,1,2,2020-02-29 02:03:20.222
32a3fc,33e75f,3,1,3,2020-02-29 02:04:00.638
32a3fc,33e75f,4,1,4,2020-02-29 02:04:49.671
32a3fc,33e75f,5,1,5,2020-02-29 02:05:09.212
32a3fc,33e75f,5,2,6,2020-02-29 02:05:21.160
32a3fc,33e75f,7,1,7,2020-02-29 02:06:03.266
32a3fc,33e75f,7,2,8,2020-02-29 02:06:10.857
32a3fc,33e75f,8,1,9,2020-02-29 02:06:23.502
32a3fc,33e75f,10,1,10,2020-02-29 02:06:49.908
32a3fc,33e75f,12,1,11,2020-02-29 02:07:32.968
32a3fc,33e75f,13,3,12,2020-02-29 02:07:52.581
0813d2,6ea9ab,1,1,1,2020-01-10 12:01:39.723
0813d2,6ea9ab,2,1,2,2020-01-10 12:02:34.694
0813d2,6ea9ab,3,1,3,2020-01-10 12:02:59.955
0813d2,6ea9ab,3,2,4,2020-01-10 12:03:24.208
0813d2,6ea9ab,4,1,5,2020-01-10 12:03:31.543
0813d2,6ea9ab,4,2,6,2020-01-10 12:04:19.218
0813d2,6ea9ab,6,1,7,2020-01-10 12:05:06.076
0813d2,6ea9ab,6,2,8,2020-01-10 12:05:36.002
0813d2,6ea9ab,8,1,9,2020-01-10 12:05:50.762
0813d2,6ea9ab,9,1,10,2020-01-10 12:06:13.247
0813d2,6ea9ab,12,1,11,2020-01-10 12:06:36.827
0813d2,6ea9ab,13,3,12,2020-01-10 12:07:26.648
cd512e,34173c,1,1,1,2020-02-02 01:54:14.713
cd512e,34173c,3,1,2,2020-02-02 01:54:33.167
cd512e,34173c,3,2,3,2020-02-02 01:55:25.698
cd512e,34173c,6,1,4,2020-02-02 01:56:16.139
cd512e,34173c,7,1,5,2020-02-02 01:56:51.881
cd512e,34173c,7,2,6,2020-02-02 01:57:17.009
cd512e,34173c,12,1,7,2020-02-02 01:57:42.354
cd512e,34173c,13,3,8,2020-02-02 01:58:02.614
d193fc,c16a53,1,1,1,2020-02-13 18:54:53.544
d193fc,c16a53,4,1,2,2020-02-13 18:55:15.518
d193fc,c16a53,5,1,3,2020-02-13 18:55:24.517
d193fc,c16a53,5,2,4,2020-02-13 18:56:12.183
d193fc,c16a53,6,1,5,2020-02-13 18:56:12.435
d193fc,c16a53,8,1,6,2020-02-13 18:56:42.247
d193fc,c16a53,8,2,7,2020-02-13 18:57:19.379
d193fc,c16a53,10,1,8,2020-02-13 18:57:45.773
d193fc,c16a53,11,1,9,2020-02-13 18:58:25.213
4c98cd,6364d3,1,1,1,2020-02-17 22:10:30.714
4c98cd,6364d3,4,1,2,2020-02-17 22:10:47.796
4c98cd,6364d3,4,2,3,2020-02-17 22:11:46.940
4c98cd,6364d3,7,1,4,2020-02-17 22:11:49.016
4c98cd,6364d3,11,1,5,2020-02-17 22:12:01.245
4c98cd,6364d3,11,2,6,2020-02-17 22:12:48.870
4c98cd,6364d3,12,1,7,2020-02-17 22:13:00.529
4c98cd,6364d3,13,3,8,2020-02-17 22:13:17.635
8d7256,182be0,1,1,1,2020-02-03 13:00:48.917
8d7256,182be0,2,1,2,2020-02-03 13:01:17.332
8d7256,182be0,3,1,3,2020-02-03 13:02:11.967
8d7256,182be0,3,2,4,2020-02-03 13:02:13.977
8d7256,182be0,8,1,5,2020-02-03 13:02:38.836
8d7256,182be0,8,2,6,2020-02-03 13:03:05.557
8d7256,182be0,11,1,7,2020-02-03 13:03:51.809
97cca6,e36985,1,1,1,2020-02-24 07:27:19.727
97cca6,e36985,2,1,2,2020-02-24 07:27:51.987
97cca6,e36985,4,1,3,2020-02-24 07:28:23.283
97cca6,e36985,5,1,4,2020-02-24 07:28:50.347
97cca6,e36985,5,2,5,2020-02-24 07:29:38.925
97cca6,e36985,7,1,6,2020-02-24 07:30:04.298
97cca6,e36985,8,1,7,2020-02-24 07:30:51.881
97cca6,e36985,8,2,8,2020-02-24 07:31:14.991
97cca6,e36985,9,1,9,2020-02-24 07:32:13.249
97cca6,e36985,9,2,10,2020-02-24 07:32:20.737
97cca6,e36985,10,1,11,2020-02-24 07:32:36.869
97cca6,e36985,10,2,12,2020-02-24 07:32:42.917
97cca6,e36985,12,1,13,2020-02-24 07:33:11.277
97cca6,e36985,13,3,14,2020-02-24 07:33:55.226
6baa37,1c383c,1,1,1,2020-01-22 01:09:59.482
6baa37,1c383c,2,1,2,2020-01-22 01:10:20.782
6baa37,1c383c,3,1,3,2020-01-22 01:10:31.643
6baa37,1c383c,3,2,4,2020-01-22 01:11:06.752
6baa37,1c383c,4,1,5,2020-01-22 01:12:00.048
6baa37,1c383c,9,1,6,2020-01-22 01:12:26.860
6baa37,1c383c,9,2,7,2020-01-22 01:12:31.564
6baa37,1c383c,10,1,8,2020-01-22 01:12:44.593
6baa37,1c383c,10,2,9,2020-01-22 01:13:29.756
6baa37,1c383c,12,1,10,2020-01-22 01:14:25.423
6baa37,1c383c,13,3,11,2020-01-22 01:14:58.172
64fca2,19ca14,1,1,1,2020-02-14 18:08:54.505
64fca2,19ca14,2,1,2,2020-02-14 18:08:55.660
64fca2,19ca14,7,1,3,2020-02-14 18:09:41.058
64fca2,19ca14,8,1,4,2020-02-14 18:10:28.237
64fca2,19ca14,8,2,5,2020-02-14 18:11:07.039
64fca2,19ca14,10,1,6,2020-02-14 18:11:50.196
64fca2,19ca14,12,1,7,2020-02-14 18:12:38.026
64fca2,19ca14,13,3,8,2020-02-14 18:13:01.765
d214e6,a5bfc9,1,1,1,2020-02-03 01:15:00.371
d214e6,a5bfc9,2,1,2,2020-02-03 01:15:30.294
d214e6,a5bfc9,4,1,3,2020-02-03 01:15:50.865
d214e6,a5bfc9,4,2,4,2020-02-03 01:15:53.327
d214e6,a5bfc9,6,1,5,2020-02-03 01:16:43.226
d214e6,a5bfc9,6,2,6,2020-02-03 01:17:42.727
d214e6,a5bfc9,11,1,7,2020-02-03 01:18:10.316
d214e6,a5bfc9,12,1,8,2020-02-03 01:18:30.612
d214e6,a5bfc9,13,3,9,2020-02-03 01:19:04.448
97cf44,a5771b,1,1,1,2020-01-28 22:16:01.381
97cf44,a5771b,2,1,2,2020-01-28 22:16:38.591
97cf44,a5771b,3,1,3,2020-01-28 22:17:09.747
97cf44,a5771b,3,2,4,2020-01-28 22:17:55.733
97cf44,a5771b,5,1,5,2020-01-28 22:18:00.165
97cf44,a5771b,7,1,6,2020-01-28 22:18:10.235
97cf44,a5771b,7,2,7,2020-01-28 22:18:47.571
97cf44,a5771b,8,1,8,2020-01-28 22:19:32.217
97cf44,a5771b,8,2,9,2020-01-28 22:19:33.060
97cf44,a5771b,9,1,10,2020-01-28 22:19:34.024
97cf44,a5771b,9,2,11,2020-01-28 22:20:30.225
97cf44,a5771b,11,1,12,2020-01-28 22:21:29.876
97cf44,a5771b,12,1,13,2020-01-28 22:21:41.683
97cf44,a5771b,13,3,14,2020-01-28 22:22:07.221
f0e648,d67d8a,1,1,1,2020-01-13 00:46:21.320
f0e648,d67d8a,2,1,2,2020-01-13 00:46:45.489
f0e648,d67d8a,8,1,3,2020-01-13 00:46:59.974
f0e648,d67d8a,8,2,4,2020-01-13 00:47:51.211
f0e648,d67d8a,11,1,5,2020-01-13 00:48:48.201
f0e648,d67d8a,12,1,6,2020-01-13 00:49:42.195
f0e648,d67d8a,13,3,7,2020-01-13 00:50:34.778
8bfb23,d64592,1,1,1,2020-02-07 22:03:56.504
8bfb23,d64592,2,1,2,2020-02-07 22:04:21.304
8bfb23,d64592,3,1,3,2020-02-07 22:04:30.286
8bfb23,d64592,3,2,4,2020-02-07 22:05:22.318
8bfb23,d64592,4,1,5,2020-02-07 22:06:21.869
8bfb23,d64592,6,1,6,2020-02-07 22:07:00.056
8bfb23,d64592,6,2,7,2020-02-07 22:07:08.164
8bfb23,d64592,7,1,8,2020-02-07 22:07:59.624
8bfb23,d64592,8,1,9,2020-02-07 22:08:23.856
8bfb23,d64592,8,2,10,2020-02-07 22:08:28.111
8bfb23,d64592,9,1,11,2020-02-07 22:09:11.344
8bfb23,d64592,9,2,12,2020-02-07 22:09:56.332
8bfb23,d64592,10,1,13,2020-02-07 22:10:09.005
8bfb23,d64592,10,2,14,2020-02-07 22:10:34.145
8bfb23,d64592,12,1,15,2020-02-07 22:10:36.113
8bfb23,d64592,13,3,16,2020-02-07 22:10:40.754
aa6d31,3416a7,1,1,1,2020-01-09 21:59:51.433
aa6d31,3416a7,2,1,2,2020-01-09 22:00:00.128
aa6d31,3416a7,3,1,3,2020-01-09 22:00:38.562
aa6d31,3416a7,4,1,4,2020-01-09 22:00:46.052
aa6d31,3416a7,4,2,5,2020-01-09 22:01:15.748
aa6d31,3416a7,6,1,6,2020-01-09 22:01:29.277
aa6d31,3416a7,6,2,7,2020-01-09 22:01:31.771
aa6d31,3416a7,9,1,8,2020-01-09 22:01:55.597
aa6d31,3416a7,10,1,9,2020-01-09 22:02:30.938
d54641,a1d0c6,1,1,1,2020-02-29 01:09:31.996
d54641,a1d0c6,3,1,2,2020-02-29 01:09:50.786
d54641,a1d0c6,5,1,3,2020-02-29 01:10:49.378
d54641,a1d0c6,5,2,4,2020-02-29 01:11:26.409
d54641,a1d0c6,6,1,5,2020-02-29 01:12:21.263
d54641,a1d0c6,8,1,6,2020-02-29 01:13:14.009
d54641,a1d0c6,11,1,7,2020-02-29 01:13:28.350
d54641,a1d0c6,12,1,8,2020-02-29 01:13:35.985
d54641,a1d0c6,13,3,9,2020-02-29 01:14:18.473
f60bb1,17e621,1,1,1,2020-02-22 07:52:30.386
f60bb1,17e621,2,1,2,2020-02-22 07:52:54.203
f60bb1,17e621,8,1,3,2020-02-22 07:53:09.708
f60bb1,17e621,8,2,4,2020-02-22 07:53:41.933
f60bb1,17e621,10,1,5,2020-02-22 07:54:31.717
f60bb1,17e621,11,1,6,2020-02-22 07:55:11.898
f60bb1,17e621,12,1,7,2020-02-22 07:55:54.799
f60bb1,17e621,13,3,8,2020-02-22 07:56:31.338
cfbc1c,f71771,1,1,1,2020-01-08 04:52:56.568
cfbc1c,f71771,2,1,2,2020-01-08 04:53:20.975
cfbc1c,f71771,6,1,3,2020-01-08 04:54:05.681
cfbc1c,f71771,9,1,4,2020-01-08 04:54:06.508
cfbc1c,f71771,11,1,5,2020-01-08 04:54:09.421
cfbc1c,f71771,11,2,6,2020-01-08 04:54:35.879
cfbc1c,f71771,12,1,7,2020-01-08 04:55:34.032
cfbc1c,f71771,13,3,8,2020-01-08 04:56:12.481
cf849f,6c8349,1,1,1,2020-02-09 11:31:50.231
cf849f,6c8349,2,1,2,2020-02-09 11:32:44.777
cf849f,6c8349,3,1,3,2020-02-09 11:33:43.197
cf849f,6c8349,3,2,4,2020-02-09 11:34:40.562
cf849f,6c8349,4,1,5,2020-02-09 11:34:56.112
cf849f,6c8349,4,2,6,2020-02-09 11:35:21.520
cf849f,6c8349,6,1,7,2020-02-09 11:35:22.245
cf849f,6c8349,9,1,8,2020-02-09 11:36:20.640
cf849f,6c8349,11,1,9,2020-02-09 11:36:27.839
d400f3,d9d4f4,1,1,1,2020-01-25 09:43:32.258
d400f3,d9d4f4,2,1,2,2020-01-25 09:44:06.443
d400f3,d9d4f4,5,1,3,2020-01-25 09:44:30.140
d400f3,d9d4f4,5,2,4,2020-01-25 09:45:23.731
d400f3,d9d4f4,6,1,5,2020-01-25 09:45:31.090
d400f3,d9d4f4,6,2,6,2020-01-25 09:46:17.651
d400f3,d9d4f4,10,1,7,2020-01-25 09:46:29.106
d400f3,d9d4f4,12,1,8,2020-01-25 09:46:38.160
d400f3,d9d4f4,13,3,9,2020-01-25 09:47:34.292
a59fa0,67c6a1,1,1,1,2020-02-20 21:55:32.264
a59fa0,67c6a1,2,1,2,2020-02-20 21:55:41.504
a59fa0,67c6a1,3,1,3,2020-02-20 21:56:27.332
a59fa0,67c6a1,3,2,4,2020-02-20 21:57:20.597
a59fa0,67c6a1,9,1,5,2020-02-20 21:57:34.902
a59fa0,67c6a1,12,1,6,2020-02-20 21:57:40.926
3e7fc5,642e92,1,1,1,2020-02-21 09:14:25.675
3e7fc5,642e92,2,1,2,2020-02-21 09:14:48.948
3e7fc5,642e92,3,1,3,2020-02-21 09:15:15.750
3e7fc5,642e92,3,2,4,2020-02-21 09:16:02.714
